country,species,year,population,iso3
Portugal,Bovines,2014,1548610,PRT
Portugal,Bovines,2015,1605860,PRT
Portugal,Bovines,2016,1635010,PRT
Portugal,Bovines,2017,1670020,PRT
Portugal,Bovines,2018,1632420,PRT
Portugal,Bovines,2019,1674970,PRT
Portugal,Bovines,2020,1691320,PRT
Portugal,Bovines,2021,1640650,PRT
Portugal,Equidae,1986,145000,PRT
Portugal,Equidae,1987,145000,PRT
Portugal,Equidae,1988,145000,PRT
Portugal,Equidae,1989,145000,PRT
Portugal,Equidae,1990,145000,PRT
Portugal,Goats,1986,800000,PRT
Portugal,Goats,1987,808000,PRT
Portugal,Goats,1988,840000,PRT
Portugal,Goats,1989,857000,PRT
Portugal,Goats,1990,797160,PRT
Portugal,Goats,1991,772000,PRT
Portugal,Goats,1992,762000,PRT
Portugal,Goats,1993,725000,PRT
Portugal,Goats,1994,721000,PRT
Portugal,Goats,1995,704000,PRT
Portugal,Goats,1996,677000,PRT
Portugal,Goats,1997,673000,PRT
Portugal,Goats,1998,676000,PRT
Portugal,Goats,1999,629730,PRT
Portugal,Goats,2000,561830,PRT
Portugal,Goats,2001,489310,PRT
Portugal,Goats,2002,469750,PRT
Portugal,Goats,2003,444060,PRT
Portugal,Goats,2004,470350,PRT
Portugal,Goats,2005,474940,PRT
Portugal,Goats,2006,467510,PRT
Portugal,Goats,2007,438640,PRT
Portugal,Goats,2008,432800,PRT
Portugal,Goats,2009,424980,PRT
Portugal,Goats,2010,419190,PRT
Portugal,Goats,2011,412740,PRT
Portugal,Goats,2012,403990,PRT
Portugal,Goats,2013,398390,PRT
Portugal,Goats,2014,382050,PRT
Portugal,Goats,2015,372800,PRT
Portugal,Goats,2016,347150,PRT
Portugal,Goats,2017,339650,PRT
Portugal,Goats,2018,332590,PRT
Portugal,Goats,2019,316480,PRT
Portugal,Goats,2020,368420,PRT
Portugal,Goats,2021,350470,PRT
Portugal,Horses,1986,25000,PRT
Portugal,Horses,1987,25000,PRT
Portugal,Horses,1988,25000,PRT
Portugal,Horses,1989,21000,PRT
Portugal,Horses,1990,21000,PRT
Portugal,Pigs,1994,2444000,PRT
Portugal,Pigs,1995,2430000,PRT
Portugal,Pigs,1996,2375000,PRT
Portugal,Pigs,1997,2394000,PRT
Portugal,Pigs,1998,2385000,PRT
Portugal,Pigs,1999,2349810,PRT
Portugal,Pigs,2000,2117630,PRT
Portugal,Pigs,2001,2013700,PRT
Portugal,Pigs,2002,1963660,PRT
Portugal,Pigs,2003,1885880,PRT
Portugal,Pigs,2004,1967400,PRT
Portugal,Pigs,2005,1955010,PRT
Portugal,Pigs,2006,1916840,PRT
Portugal,Pigs,2007,1978190,PRT
Portugal,Pigs,2008,1954560,PRT
Portugal,Pigs,2009,1944570,PRT
Portugal,Pigs,2010,1917300,PRT
Portugal,Pigs,2011,1985030,PRT
Portugal,Pigs,2012,2024120,PRT
Portugal,Pigs,2013,2014380,PRT
Portugal,Pigs,2014,2126910,PRT
Portugal,Pigs,2015,2247330,PRT
Portugal,Pigs,2016,2151160,PRT
Portugal,Pigs,2017,2165310,PRT
Portugal,Pigs,2018,2205050,PRT
Portugal,Pigs,2019,2255870,PRT
Portugal,Pigs,2020,2251970,PRT
Portugal,Pigs,2021,2221020,PRT
Portugal,Sheep,1986,3000000,PRT
Portugal,Sheep,1987,3035000,PRT
Portugal,Sheep,1988,3187000,PRT
Portugal,Sheep,1989,3347000,PRT
Portugal,Sheep,1990,3359000,PRT
Portugal,Sheep,1991,3381000,PRT
Portugal,Sheep,1992,3359000,PRT
Portugal,Sheep,1993,3345000,PRT
Portugal,Sheep,1994,3475000,PRT
Portugal,Sheep,1995,3482000,PRT
Portugal,Sheep,1996,3486000,PRT
Portugal,Sheep,1997,3432000,PRT
Portugal,Sheep,1998,3590000,PRT
Portugal,Sheep,1999,3583670,PRT
Portugal,Sheep,2000,3215260,PRT
Portugal,Sheep,2001,2841770,PRT
Portugal,Sheep,2002,2812280,PRT
Portugal,Sheep,2003,2774760,PRT
Portugal,Sheep,2004,2868450,PRT
Portugal,Sheep,2005,2903000,PRT
Portugal,Sheep,2006,2839300,PRT
Portugal,Sheep,2007,2703130,PRT
Portugal,Sheep,2008,2558250,PRT
Portugal,Sheep,2009,2367880,PRT
Portugal,Sheep,2010,2226260,PRT
Portugal,Sheep,2011,2169900,PRT
Portugal,Sheep,2012,2091699,PRT
Portugal,Sheep,2013,2073650,PRT
Portugal,Sheep,2014,2032620,PRT
Portugal,Sheep,2015,2042610,PRT
Portugal,Sheep,2016,2248520,PRT
Portugal,Sheep,2017,2224690,PRT
Portugal,Sheep,2018,2207790,PRT
Portugal,Sheep,2019,2219780,PRT
Portugal,Sheep,2020,2303720,PRT
Portugal,Sheep,2021,2237970,PRT
Bulgaria,Bovines,2007,611020,BGR
Bulgaria,Bovines,1987,1673000,BGR
Bulgaria,Bovines,1988,1637000,BGR
Bulgaria,Bovines,1989,1598000,BGR
Bulgaria,Bovines,1990,1482000,BGR
Bulgaria,Bovines,1991,1336000,BGR
Bulgaria,Bovines,1992,996000,BGR
Bulgaria,Bovines,1993,768000,BGR
Bulgaria,Bovines,1994,652000,BGR
Bulgaria,Bovines,1995,645000,BGR
Bulgaria,Bovines,1996,593000,BGR
Bulgaria,Bovines,1997,622300,BGR
Bulgaria,Bovines,1998,681700,BGR
Bulgaria,Bovines,1999,690900,BGR
Bulgaria,Bovines,2000,652200,BGR
Bulgaria,Bovines,2001,641100,BGR
Bulgaria,Bovines,2002,699000,BGR
Bulgaria,Bovines,2003,736200,BGR
Bulgaria,Bovines,2004,679550,BGR
Bulgaria,Bovines,2005,630000,BGR
Bulgaria,Bovines,2006,636520,BGR
Bulgaria,Bovines,2008,574130,BGR
Bulgaria,Bovines,2009,547870,BGR
Bulgaria,Bovines,2010,553700,BGR
Bulgaria,Bovines,2011,567530,BGR
Bulgaria,Bovines,2012,535320,BGR
Bulgaria,Bovines,2013,585550,BGR
Bulgaria,Bovines,2014,562360,BGR
Bulgaria,Bovines,2015,561040,BGR
Bulgaria,Bovines,2016,570140,BGR
Bulgaria,Bovines,2017,552920,BGR
Bulgaria,Bovines,2018,542120,BGR
Bulgaria,Bovines,2019,527190,BGR
Bulgaria,Bovines,2020,588910,BGR
Bulgaria,Bovines,2021,610170,BGR
Bulgaria,Equidae,1990,115000,BGR
Bulgaria,Equidae,1991,114000,BGR
Bulgaria,Equidae,1992,114000,BGR
Bulgaria,Equidae,1993,113000,BGR
Bulgaria,Equidae,1994,133000,BGR
Bulgaria,Equidae,1995,151000,BGR
Bulgaria,Equidae,1996,170000,BGR
Bulgaria,Equidae,1997,126000,BGR
Bulgaria,Goats,1987,428000,BGR
Bulgaria,Goats,1988,436000,BGR
Bulgaria,Goats,1989,433000,BGR
Bulgaria,Goats,1990,498000,BGR
Bulgaria,Goats,1991,553000,BGR
Bulgaria,Goats,1992,611000,BGR
Bulgaria,Goats,1993,676000,BGR
Bulgaria,Goats,1994,795000,BGR
Bulgaria,Goats,1995,833000,BGR
Bulgaria,Goats,1996,849000,BGR
Bulgaria,Goats,1997,966000,BGR
Bulgaria,Goats,1998,1048000,BGR
Bulgaria,Goats,1999,1046000,BGR
Bulgaria,Goats,2000,740000,BGR
Bulgaria,Goats,2001,675300,BGR
Bulgaria,Goats,2002,754500,BGR
Bulgaria,Goats,2003,725300,BGR
Bulgaria,Goats,2004,718120,BGR
Bulgaria,Goats,2005,608430,BGR
Bulgaria,Goats,2006,549080,BGR
Bulgaria,Goats,2007,495480,BGR
Bulgaria,Goats,2008,374900,BGR
Bulgaria,Goats,2009,360820,BGR
Bulgaria,Goats,2010,356340,BGR
Bulgaria,Goats,2011,341360,BGR
Bulgaria,Goats,2012,293640,BGR
Bulgaria,Goats,2013,289310,BGR
Bulgaria,Goats,2014,292640,BGR
Bulgaria,Goats,2015,276920,BGR
Bulgaria,Goats,2016,237540,BGR
Bulgaria,Goats,2017,256970,BGR
Bulgaria,Goats,2018,271740,BGR
Bulgaria,Goats,2019,228490,BGR
Bulgaria,Goats,2020,253400,BGR
Bulgaria,Goats,2021,214670,BGR
Bulgaria,Pigs,1987,4034000,BGR
Bulgaria,Pigs,1988,4119000,BGR
Bulgaria,Pigs,1989,4332000,BGR
Bulgaria,Pigs,1990,4187000,BGR
Bulgaria,Pigs,1991,3141000,BGR
Bulgaria,Pigs,1992,2680000,BGR
Bulgaria,Pigs,1993,2071000,BGR
Bulgaria,Pigs,1994,1986000,BGR
Bulgaria,Pigs,1995,2140000,BGR
Bulgaria,Pigs,1996,1500000,BGR
Bulgaria,Pigs,1997,1480000,BGR
Bulgaria,Pigs,1998,1721000,BGR
Bulgaria,Pigs,1999,1512000,BGR
Bulgaria,Pigs,2000,831400,BGR
Bulgaria,Pigs,2001,788500,BGR
Bulgaria,Pigs,2002,996500,BGR
Bulgaria,Pigs,2003,1032300,BGR
Bulgaria,Pigs,2004,942990,BGR
Bulgaria,Pigs,2005,932700,BGR
Bulgaria,Pigs,2006,1012660,BGR
Bulgaria,Pigs,2007,888610,BGR
Bulgaria,Pigs,2008,783690,BGR
Bulgaria,Pigs,2009,729800,BGR
Bulgaria,Pigs,2010,664000,BGR
Bulgaria,Pigs,2011,608270,BGR
Bulgaria,Pigs,2012,530950,BGR
Bulgaria,Pigs,2013,586420,BGR
Bulgaria,Pigs,2014,553110,BGR
Bulgaria,Pigs,2015,600070,BGR
Bulgaria,Pigs,2016,616430,BGR
Bulgaria,Pigs,2017,593150,BGR
Bulgaria,Pigs,2018,654550,BGR
Bulgaria,Pigs,2019,491810,BGR
Bulgaria,Pigs,2020,592100,BGR
Bulgaria,Pigs,2021,694660,BGR
Bulgaria,Sheep,1987,8886000,BGR
Bulgaria,Sheep,1988,8609000,BGR
Bulgaria,Sheep,1989,8130000,BGR
Bulgaria,Sheep,1990,7938000,BGR
Bulgaria,Sheep,1991,6703000,BGR
Bulgaria,Sheep,1992,4814000,BGR
Bulgaria,Sheep,1993,3763000,BGR
Bulgaria,Sheep,1994,3398000,BGR
Bulgaria,Sheep,1995,3383000,BGR
Bulgaria,Sheep,1996,3020000,BGR
Bulgaria,Sheep,1997,2848000,BGR
Bulgaria,Sheep,1998,2774000,BGR
Bulgaria,Sheep,1999,2526000,BGR
Bulgaria,Sheep,2000,1709700,BGR
Bulgaria,Sheep,2001,1571400,BGR
Bulgaria,Sheep,2002,1728400,BGR
Bulgaria,Sheep,2003,1598600,BGR
Bulgaria,Sheep,2004,1692510,BGR
Bulgaria,Sheep,2005,1602260,BGR
Bulgaria,Sheep,2006,1635410,BGR
Bulgaria,Sheep,2007,1526390,BGR
Bulgaria,Sheep,2008,1474850,BGR
Bulgaria,Sheep,2009,1400250,BGR
Bulgaria,Sheep,2010,1367990,BGR
Bulgaria,Sheep,2011,1454620,BGR
Bulgaria,Sheep,2012,1361550,BGR
Bulgaria,Sheep,2013,1369580,BGR
Bulgaria,Sheep,2014,1335280,BGR
Bulgaria,Sheep,2015,1331890,BGR
Bulgaria,Sheep,2016,1360090,BGR
Bulgaria,Sheep,2017,1316780,BGR
Bulgaria,Sheep,2018,1350030,BGR
Bulgaria,Sheep,2019,1280980,BGR
Bulgaria,Sheep,2020,1307770,BGR
Bulgaria,Sheep,2021,1199520,BGR
Albania,Bovines,2015,505770,ALB
Albania,Bovines,2016,496990,ALB
Albania,Bovines,2017,475220,ALB
Albania,Bovines,2018,467320,ALB
Albania,Bovines,2019,415610,ALB
Albania,Bovines,2020,362580,ALB
Albania,Equidae,1991,181000,ALB
Albania,Equidae,1992,168000,ALB
Albania,Equidae,1993,198000,ALB
Albania,Equidae,1994,201000,ALB
Albania,Equidae,1995,230000,ALB
Albania,Equidae,1996,226000,ALB
Albania,Equidae,1997,232000,ALB
Albania,Goats,2015,932000,ALB
Albania,Goats,2016,940810,ALB
Albania,Goats,2017,933120,ALB
Albania,Goats,2018,917160,ALB
Albania,Goats,2019,862870,ALB
Albania,Goats,2020,774330,ALB
Albania,Pigs,2015,177440,ALB
Albania,Pigs,2016,183620,ALB
Albania,Pigs,2017,180090,ALB
Albania,Pigs,2018,184130,ALB
Albania,Pigs,2019,183850,ALB
Albania,Pigs,2020,158400,ALB
Albania,Sheep,2015,1918000,ALB
Albania,Sheep,2016,1971930,ALB
Albania,Sheep,2017,1925510,ALB
Albania,Sheep,2018,1863840,ALB
Albania,Sheep,2019,1758330,ALB
Albania,Sheep,2020,1557860,ALB
Austria,Bovines,1993,2333890,AUT
Austria,Bovines,1994,2328520,AUT
Austria,Bovines,1995,2325830,AUT
Austria,Bovines,1996,2271950,AUT
Austria,Bovines,1997,2197940,AUT
Austria,Bovines,1998,2171680,AUT
Austria,Bovines,1999,2152810,AUT
Austria,Bovines,2000,2155450,AUT
Austria,Bovines,2001,2118450,AUT
Austria,Bovines,2002,2066940,AUT
Austria,Bovines,2003,2052030,AUT
Austria,Bovines,2004,2050989,AUT
Austria,Bovines,2005,2010680,AUT
Austria,Bovines,2006,2002920,AUT
Austria,Bovines,2007,2000200,AUT
Austria,Bovines,2008,1997210,AUT
Austria,Bovines,2009,2026260,AUT
Austria,Bovines,2010,2013280,AUT
Austria,Bovines,2011,1976530,AUT
Austria,Bovines,2012,1955620,AUT
Austria,Bovines,2013,1958280,AUT
Austria,Bovines,2014,1961200,AUT
Austria,Bovines,2015,1957610,AUT
Austria,Bovines,2016,1954390,AUT
Austria,Bovines,2017,1943480,AUT
Austria,Bovines,2018,1912810,AUT
Austria,Bovines,2019,1879520,AUT
Austria,Bovines,2020,1855430,AUT
Austria,Bovines,2021,1870100,AUT
Austria,Goats,1991,41000,AUT
Austria,Goats,1992,39000,AUT
Austria,Goats,1993,47000,AUT
Austria,Goats,1994,49750,AUT
Austria,Goats,1995,54230,AUT
Austria,Goats,1996,54470,AUT
Austria,Goats,1997,58340,AUT
Austria,Goats,1998,54240,AUT
Austria,Goats,1999,58000,AUT
Austria,Goats,2000,56110,AUT
Austria,Goats,2001,57990,AUT
Austria,Goats,2002,57840,AUT
Austria,Goats,2003,54610,AUT
Austria,Goats,2004,55520,AUT
Austria,Goats,2005,55100,AUT
Austria,Goats,2006,53110,AUT
Austria,Goats,2007,60490,AUT
Austria,Goats,2008,62490,AUT
Austria,Goats,2009,68190,AUT
Austria,Goats,2010,71770,AUT
Austria,Goats,2011,72360,AUT
Austria,Goats,2012,73210,AUT
Austria,Goats,2013,72070,AUT
Austria,Goats,2014,70710,AUT
Austria,Goats,2015,76620,AUT
Austria,Goats,2016,82740,AUT
Austria,Goats,2017,91130,AUT
Austria,Goats,2018,91540,AUT
Austria,Goats,2019,92500,AUT
Austria,Goats,2020,92760,AUT
Austria,Goats,2021,100600,AUT
Austria,Pigs,1994,3728990,AUT
Austria,Pigs,1995,3706190,AUT
Austria,Pigs,1996,3663750,AUT
Austria,Pigs,1997,3679880,AUT
Austria,Pigs,1998,3810310,AUT
Austria,Pigs,1999,3433030,AUT
Austria,Pigs,2000,3347930,AUT
Austria,Pigs,2001,3440410,AUT
Austria,Pigs,2002,3304650,AUT
Austria,Pigs,2003,3254870,AUT
Austria,Pigs,2004,3125200,AUT
Austria,Pigs,2005,3169540,AUT
Austria,Pigs,2006,3139440,AUT
Austria,Pigs,2007,3286290,AUT
Austria,Pigs,2008,3064230,AUT
Austria,Pigs,2009,3136970,AUT
Austria,Pigs,2010,3134160,AUT
Austria,Pigs,2011,3004910,AUT
Austria,Pigs,2012,2983160,AUT
Austria,Pigs,2013,2895840,AUT
Austria,Pigs,2014,2868190,AUT
Austria,Pigs,2015,2845450,AUT
Austria,Pigs,2016,2792800,AUT
Austria,Pigs,2017,2820080,AUT
Austria,Pigs,2018,2776570,AUT
Austria,Pigs,2019,2773230,AUT
Austria,Pigs,2020,2806460,AUT
Austria,Pigs,2021,2785590,AUT
Austria,Sheep,1991,326000,AUT
Austria,Sheep,1992,312000,AUT
Austria,Sheep,1993,334000,AUT
Austria,Sheep,1994,342140,AUT
Austria,Sheep,1995,365250,AUT
Austria,Sheep,1996,380860,AUT
Austria,Sheep,1997,383660,AUT
Austria,Sheep,1998,360810,AUT
Austria,Sheep,1999,352280,AUT
Austria,Sheep,2000,339240,AUT
Austria,Sheep,2001,320470,AUT
Austria,Sheep,2002,304360,AUT
Austria,Sheep,2003,325500,AUT
Austria,Sheep,2004,327160,AUT
Austria,Sheep,2005,325730,AUT
Austria,Sheep,2006,312380,AUT
Austria,Sheep,2007,351330,AUT
Austria,Sheep,2008,333180,AUT
Austria,Sheep,2009,344710,AUT
Austria,Sheep,2010,358420,AUT
Austria,Sheep,2011,361180,AUT
Austria,Sheep,2012,364650,AUT
Austria,Sheep,2013,357440,AUT
Austria,Sheep,2014,349090,AUT
Austria,Sheep,2015,353710,AUT
Austria,Sheep,2016,378380,AUT
Austria,Sheep,2017,401480,AUT
Austria,Sheep,2018,406340,AUT
Austria,Sheep,2019,402660,AUT
Austria,Sheep,2020,393760,AUT
Austria,Sheep,2021,402350,AUT
Bosnia and Herzegovina,Bovines,2010,462000,BIH
Bosnia and Herzegovina,Bovines,2011,455000,BIH
Bosnia and Herzegovina,Bovines,2012,446000,BIH
Bosnia and Herzegovina,Bovines,2013,447000,BIH
Bosnia and Herzegovina,Bovines,2014,444000,BIH
Bosnia and Herzegovina,Bovines,2015,455000,BIH
Bosnia and Herzegovina,Bovines,2016,455000,BIH
Bosnia and Herzegovina,Bovines,2017,445000,BIH
Bosnia and Herzegovina,Bovines,2018,438000,BIH
Bosnia and Herzegovina,Bovines,2019,430000,BIH
Bosnia and Herzegovina,Bovines,2020,427000,BIH
Bosnia and Herzegovina,Goats,2010,64000,BIH
Bosnia and Herzegovina,Goats,2011,65000,BIH
Bosnia and Herzegovina,Goats,2012,65000,BIH
Bosnia and Herzegovina,Goats,2013,69000,BIH
Bosnia and Herzegovina,Goats,2014,74000,BIH
Bosnia and Herzegovina,Goats,2015,73000,BIH
Bosnia and Herzegovina,Goats,2016,75000,BIH
Bosnia and Herzegovina,Goats,2017,73000,BIH
Bosnia and Herzegovina,Goats,2018,73000,BIH
Bosnia and Herzegovina,Goats,2019,72000,BIH
Bosnia and Herzegovina,Goats,2020,71000,BIH
Bosnia and Herzegovina,Pigs,2010,581000,BIH
Bosnia and Herzegovina,Pigs,2011,577000,BIH
Bosnia and Herzegovina,Pigs,2012,539000,BIH
Bosnia and Herzegovina,Pigs,2013,530000,BIH
Bosnia and Herzegovina,Pigs,2014,533000,BIH
Bosnia and Herzegovina,Pigs,2015,564000,BIH
Bosnia and Herzegovina,Pigs,2016,545000,BIH
Bosnia and Herzegovina,Pigs,2017,548000,BIH
Bosnia and Herzegovina,Pigs,2018,542000,BIH
Bosnia and Herzegovina,Pigs,2019,543000,BIH
Bosnia and Herzegovina,Pigs,2020,547000,BIH
Bosnia and Herzegovina,Sheep,2010,1046000,BIH
Bosnia and Herzegovina,Sheep,2011,1021000,BIH
Bosnia and Herzegovina,Sheep,2012,1004000,BIH
Bosnia and Herzegovina,Sheep,2013,1020000,BIH
Bosnia and Herzegovina,Sheep,2014,1025000,BIH
Bosnia and Herzegovina,Sheep,2015,1020000,BIH
Bosnia and Herzegovina,Sheep,2016,1016000,BIH
Bosnia and Herzegovina,Sheep,2017,1017000,BIH
Bosnia and Herzegovina,Sheep,2018,1012000,BIH
Bosnia and Herzegovina,Sheep,2019,1013000,BIH
Bosnia and Herzegovina,Sheep,2020,1014000,BIH
Switzerland,Bovines,2015,1567140,CHE
Switzerland,Bovines,2016,1560090,CHE
Switzerland,Bovines,2017,1560730,CHE
Switzerland,Bovines,2018,1540240,CHE
Switzerland,Bovines,2019,1528920,CHE
Switzerland,Bovines,2020,1518160,CHE
Switzerland,Bovines,2021,1519230,CHE
Switzerland,Pigs,2005,1609500,CHE
Switzerland,Pigs,2006,1634800,CHE
Switzerland,Pigs,2007,1573090,CHE
Switzerland,Pigs,2008,1540130,CHE
Switzerland,Pigs,2009,1557200,CHE
Switzerland,Pigs,2010,1589000,CHE
Switzerland,Pigs,2011,1578690,CHE
Switzerland,Pigs,2012,1544020,CHE
Switzerland,Pigs,2013,1484730,CHE
Switzerland,Pigs,2014,1498320,CHE
Switzerland,Pigs,2015,1494130,CHE
Switzerland,Pigs,2016,1442330,CHE
Switzerland,Pigs,2017,1419200,CHE
Switzerland,Pigs,2018,1393190,CHE
Switzerland,Pigs,2019,1354030,CHE
Switzerland,Pigs,2020,1315100,CHE
Cyprus,Bovines,1987,44500,CYP
Cyprus,Bovines,1988,46000,CYP
Cyprus,Bovines,1989,49300,CYP
Cyprus,Bovines,1990,54700,CYP
Cyprus,Bovines,1991,55000,CYP
Cyprus,Bovines,1992,55800,CYP
Cyprus,Bovines,1993,61100,CYP
Cyprus,Bovines,1994,64400,CYP
Cyprus,Bovines,1995,68100,CYP
Cyprus,Bovines,1996,70000,CYP
Cyprus,Bovines,1997,62400,CYP
Cyprus,Bovines,1998,55740,CYP
Cyprus,Bovines,1999,53960,CYP
Cyprus,Bovines,2000,53980,CYP
Cyprus,Bovines,2001,53430,CYP
Cyprus,Bovines,2002,58160,CYP
Cyprus,Bovines,2003,58650,CYP
Cyprus,Bovines,2004,60310,CYP
Cyprus,Bovines,2005,57580,CYP
Cyprus,Bovines,2006,56110,CYP
Cyprus,Bovines,2007,55920,CYP
Cyprus,Bovines,2008,55590,CYP
Cyprus,Bovines,2009,54100,CYP
Cyprus,Bovines,2010,54720,CYP
Cyprus,Bovines,2011,56920,CYP
Cyprus,Bovines,2012,56920,CYP
Cyprus,Bovines,2013,57080,CYP
Cyprus,Bovines,2014,59540,CYP
Cyprus,Bovines,2015,58860,CYP
Cyprus,Bovines,2016,63140,CYP
Cyprus,Bovines,2017,67030,CYP
Cyprus,Bovines,2018,70820,CYP
Cyprus,Bovines,2019,73970,CYP
Cyprus,Bovines,2020,83030,CYP
Cyprus,Bovines,2021,87530,CYP
Cyprus,Goats,1987,220000,CYP
Cyprus,Goats,1988,205000,CYP
Cyprus,Goats,1989,208000,CYP
Cyprus,Goats,1990,205000,CYP
Cyprus,Goats,1991,205000,CYP
Cyprus,Goats,1992,200000,CYP
Cyprus,Goats,1993,198000,CYP
Cyprus,Goats,1994,210000,CYP
Cyprus,Goats,1995,220000,CYP
Cyprus,Goats,1996,240000,CYP
Cyprus,Goats,1997,275000,CYP
Cyprus,Goats,1998,322000,CYP
Cyprus,Goats,1999,346000,CYP
Cyprus,Goats,2000,345200,CYP
Cyprus,Goats,2001,447100,CYP
Cyprus,Goats,2002,443690,CYP
Cyprus,Goats,2003,407920,CYP
Cyprus,Goats,2004,377980,CYP
Cyprus,Goats,2005,329300,CYP
Cyprus,Goats,2006,344930,CYP
Cyprus,Goats,2007,368120,CYP
Cyprus,Goats,2008,321680,CYP
Cyprus,Goats,2009,279280,CYP
Cyprus,Goats,2010,305820,CYP
Cyprus,Goats,2011,289270,CYP
Cyprus,Goats,2012,271180,CYP
Cyprus,Goats,2013,244450,CYP
Cyprus,Goats,2014,232010,CYP
Cyprus,Goats,2015,233890,CYP
Cyprus,Goats,2016,246620,CYP
Cyprus,Goats,2017,257640,CYP
Cyprus,Goats,2018,250410,CYP
Cyprus,Goats,2019,249820,CYP
Cyprus,Goats,2020,261110,CYP
Cyprus,Pigs,1987,266000,CYP
Cyprus,Pigs,1988,284000,CYP
Cyprus,Pigs,1989,281000,CYP
Cyprus,Pigs,1990,277940,CYP
Cyprus,Pigs,1991,296230,CYP
Cyprus,Pigs,1992,341950,CYP
Cyprus,Pigs,1993,369410,CYP
Cyprus,Pigs,1994,356210,CYP
Cyprus,Pigs,1995,374070,CYP
Cyprus,Pigs,1996,399530,CYP
Cyprus,Pigs,1997,414790,CYP
Cyprus,Pigs,1998,436400,CYP
Cyprus,Pigs,1999,425190,CYP
Cyprus,Pigs,2000,413810,CYP
Cyprus,Pigs,2001,450980,CYP
Cyprus,Pigs,2002,490820,CYP
Cyprus,Pigs,2003,488100,CYP
Cyprus,Pigs,2004,470500,CYP
Cyprus,Pigs,2005,429720,CYP
Cyprus,Pigs,2006,452640,CYP
Cyprus,Pigs,2007,467060,CYP
Cyprus,Pigs,2008,464930,CYP
Cyprus,Pigs,2009,464080,CYP
Cyprus,Pigs,2010,463730,CYP
Cyprus,Pigs,2011,439240,CYP
Cyprus,Pigs,2012,395210,CYP
Cyprus,Pigs,2013,357900,CYP
Cyprus,Pigs,2014,342070,CYP
Cyprus,Pigs,2015,358060,CYP
Cyprus,Pigs,2016,352610,CYP
Cyprus,Pigs,2017,350160,CYP
Cyprus,Pigs,2018,362050,CYP
Cyprus,Pigs,2019,351760,CYP
Cyprus,Pigs,2020,359060,CYP
Cyprus,Pigs,2021,360590,CYP
Cyprus,Sheep,1987,310000,CYP
Cyprus,Sheep,1988,300000,CYP
Cyprus,Sheep,1989,325000,CYP
Cyprus,Sheep,1990,310000,CYP
Cyprus,Sheep,1991,295000,CYP
Cyprus,Sheep,1992,285000,CYP
Cyprus,Sheep,1993,275000,CYP
Cyprus,Sheep,1994,255000,CYP
Cyprus,Sheep,1995,250000,CYP
Cyprus,Sheep,1996,252000,CYP
Cyprus,Sheep,1997,265000,CYP
Cyprus,Sheep,1998,240000,CYP
Cyprus,Sheep,1999,233000,CYP
Cyprus,Sheep,2000,227000,CYP
Cyprus,Sheep,2001,296600,CYP
Cyprus,Sheep,2002,274360,CYP
Cyprus,Sheep,2003,264550,CYP
Cyprus,Sheep,2004,278980,CYP
Cyprus,Sheep,2005,268870,CYP
Cyprus,Sheep,2006,272190,CYP
Cyprus,Sheep,2007,292190,CYP
Cyprus,Sheep,2008,268820,CYP
Cyprus,Sheep,2009,299460,CYP
Cyprus,Sheep,2010,328220,CYP
Cyprus,Sheep,2011,355250,CYP
Cyprus,Sheep,2012,346840,CYP
Cyprus,Sheep,2013,314400,CYP
Cyprus,Sheep,2014,292980,CYP
Cyprus,Sheep,2015,296860,CYP
Cyprus,Sheep,2016,304190,CYP
Cyprus,Sheep,2017,321490,CYP
Cyprus,Sheep,2018,310990,CYP
Cyprus,Sheep,2019,323240,CYP
Cyprus,Sheep,2020,326330,CYP
Czechia,Bovines,1987,3467000,CZE
Czechia,Bovines,1988,3481000,CZE
Czechia,Bovines,1989,3506000,CZE
Czechia,Bovines,1990,3360000,CZE
Czechia,Bovines,1991,2950000,CZE
Czechia,Bovines,1992,2512000,CZE
Czechia,Bovines,1993,2161000,CZE
Czechia,Bovines,1994,2030000,CZE
Czechia,Bovines,1995,1989000,CZE
Czechia,Bovines,1996,1866000,CZE
Czechia,Bovines,1997,1701000,CZE
Czechia,Bovines,1998,1657000,CZE
Czechia,Bovines,1999,1574000,CZE
Czechia,Bovines,2000,1582000,CZE
Czechia,Bovines,2001,1520000,CZE
Czechia,Bovines,2002,1462000,CZE
Czechia,Bovines,2003,1427000,CZE
Czechia,Bovines,2004,1367600,CZE
Czechia,Bovines,2005,1351600,CZE
Czechia,Bovines,2006,1389600,CZE
Czechia,Bovines,2007,1366710,CZE
Czechia,Bovines,2008,1357800,CZE
Czechia,Bovines,2009,1355580,CZE
Czechia,Bovines,2010,1319410,CZE
Czechia,Bovines,2011,1339480,CZE
Czechia,Bovines,2012,1321060,CZE
Czechia,Bovines,2013,1332080,CZE
Czechia,Bovines,2014,1373070,CZE
Czechia,Bovines,2015,1366330,CZE
Czechia,Bovines,2016,1339600,CZE
Czechia,Bovines,2017,1366360,CZE
Czechia,Bovines,2018,1365240,CZE
Czechia,Bovines,2019,1367050,CZE
Czechia,Bovines,2020,1340040,CZE
Czechia,Bovines,2021,1359420,CZE
Czechia,Equidae,1990,25000,CZE
Czechia,Equidae,1991,21000,CZE
Czechia,Equidae,1992,19000,CZE
Czechia,Equidae,1993,18000,CZE
Czechia,Equidae,1994,18000,CZE
