country,species,year,population,iso3
Australia,Buffaloes,1991,18623,AUS
Australia,Buffaloes,1992,12992,AUS
Australia,Buffaloes,1993,11372,AUS
Australia,Buffaloes,1994,11563,AUS
Australia,Buffaloes,1995,10880,AUS
Australia,Buffaloes,1996,8850,AUS
Australia,Buffaloes,1997,9440,AUS
Australia,Buffaloes,1998,11248,AUS
Australia,Buffaloes,1999,8520,AUS
Australia,Buffaloes,2000,6130,AUS
Australia,Buffaloes,2001,7327,AUS
Australia,Buffaloes,2002,13609,AUS
Australia,Buffaloes,2003,8598,AUS
Australia,Buffaloes,2004,8359,AUS
Australia,Buffaloes,2005,6207,AUS
Australia,Buffaloes,2006,3247,AUS
Australia,Buffaloes,2007,2655,AUS
Australia,Buffaloes,2008,3262,AUS
Australia,Buffaloes,2009,8550,AUS
Australia,Buffaloes,2010,6479,AUS
Australia,Buffaloes,2011,4414,AUS
Australia,Buffaloes,2012,5089,AUS
Australia,Buffaloes,2013,5089,AUS
Australia,Buffaloes,2014,5089,AUS
Australia,Buffaloes,2015,5089,AUS
Australia,Buffaloes,2016,5152,AUS
Australia,Buffaloes,2017,5152,AUS
Australia,Buffaloes,2018,5152,AUS
Australia,Buffaloes,2019,5152,AUS
Australia,Camels,1990,684,AUS
Australia,Camels,1991,1042,AUS
Australia,Camels,1992,1746,AUS
Australia,Camels,1993,1830,AUS
Australia,Camels,1994,1549,AUS
Australia,Camels,1995,1068,AUS
Australia,Camels,1996,922,AUS
Australia,Camels,1997,1063,AUS
Australia,Camels,1998,1446,AUS
Australia,Camels,1999,1854,AUS
Australia,Camels,2000,2028,AUS
Australia,Camels,2001,2613,AUS
Australia,Camels,2002,2577,AUS
Australia,Camels,2003,2493,AUS
Australia,Camels,2004,1973,AUS
Australia,Camels,2005,1887,AUS
Australia,Camels,2006,1813,AUS
Australia,Camels,2007,2034,AUS
Australia,Camels,2008,2223,AUS
Australia,Camels,2009,2424,AUS
Australia,Camels,2010,2760,AUS
Australia,Camels,2011,3096,AUS
Australia,Camels,2012,3263,AUS
Australia,Camels,2013,3263,AUS
Australia,Camels,2014,3263,AUS
Australia,Camels,2015,3263,AUS
Australia,Camels,2016,2759,AUS
Australia,Camels,2017,2759,AUS
Australia,Camels,2018,2759,AUS
Australia,Camels,2019,2759,AUS
Australia,"Cattle, dairy",1990,2561935,AUS
Australia,"Cattle, dairy",1991,2496951,AUS
Australia,"Cattle, dairy",1992,2500451,AUS
Australia,"Cattle, dairy",1993,2531871,AUS
Australia,"Cattle, dairy",1994,2677639,AUS
Australia,"Cattle, dairy",1995,2740094,AUS
Australia,"Cattle, dairy",1996,2808028,AUS
Australia,"Cattle, dairy",1997,2959272,AUS
Australia,"Cattle, dairy",1998,3075728,AUS
Australia,"Cattle, dairy",1999,3219825,AUS
Australia,"Cattle, dairy",2000,3140355,AUS
Australia,"Cattle, dairy",2001,3217287,AUS
Australia,"Cattle, dairy",2002,3135335,AUS
Australia,"Cattle, dairy",2003,3057026,AUS
Australia,"Cattle, dairy",2004,3067711,AUS
Australia,"Cattle, dairy",2005,3073032,AUS
Australia,"Cattle, dairy",2006,2788483,AUS
Australia,"Cattle, dairy",2007,2663670,AUS
Australia,"Cattle, dairy",2008,2537029,AUS
Australia,"Cattle, dairy",2009,2612285,AUS
Australia,"Cattle, dairy",2010,2542359,AUS
Australia,"Cattle, dairy",2011,2569991,AUS
Australia,"Cattle, dairy",2012,2733190,AUS
Australia,"Cattle, dairy",2013,2833865,AUS
Australia,"Cattle, dairy",2014,2807174,AUS
Australia,"Cattle, dairy",2015,2810595,AUS
Australia,"Cattle, dairy",2016,2742928,AUS
Australia,"Cattle, dairy",2017,2681404,AUS
Australia,"Cattle, dairy",2018,2703882,AUS
Australia,"Cattle, dairy",2019,2410219,AUS
Australia,"Cattle, non-dairy",1990,22276297,AUS
Australia,"Cattle, non-dairy",1991,22884140,AUS
Australia,"Cattle, non-dairy",1992,22825894,AUS
Australia,"Cattle, non-dairy",1993,22648331,AUS
Australia,"Cattle, non-dairy",1994,23079978,AUS
Australia,"Cattle, non-dairy",1995,22991127,AUS
Australia,"Cattle, non-dairy",1996,23569321,AUS
Australia,"Cattle, non-dairy",1997,23736473,AUS
Australia,"Cattle, non-dairy",1998,23775740,AUS
Australia,"Cattle, non-dairy",1999,23358072,AUS
Australia,"Cattle, non-dairy",2000,24448041,AUS
Australia,"Cattle, non-dairy",2001,24503314,AUS
Australia,"Cattle, non-dairy",2002,24858494,AUS
Australia,"Cattle, non-dairy",2003,23844313,AUS
Australia,"Cattle, non-dairy",2004,24768584,AUS
Australia,"Cattle, non-dairy",2005,25205945,AUS
Australia,"Cattle, non-dairy",2006,25605492,AUS
Australia,"Cattle, non-dairy",2007,25373218,AUS
Australia,"Cattle, non-dairy",2008,24784093,AUS
Australia,"Cattle, non-dairy",2009,25294480,AUS
Australia,"Cattle, non-dairy",2010,24007730,AUS
Australia,"Cattle, non-dairy",2011,25936180,AUS
Australia,"Cattle, non-dairy",2012,25685232,AUS
Australia,"Cattle, non-dairy",2013,26456905,AUS
Australia,"Cattle, non-dairy",2014,26295780,AUS
Australia,"Cattle, non-dairy",2015,24602276,AUS
Australia,"Cattle, non-dairy",2016,24270743,AUS
Australia,"Cattle, non-dairy",2017,24911238,AUS
Australia,"Cattle, non-dairy",2018,25139500,AUS
Australia,"Cattle, non-dairy",2019,23695647,AUS
Australia,Goats,1990,660600,AUS
Australia,Goats,1991,530476,AUS
Australia,Goats,1992,411322,AUS
Australia,Goats,1993,286127,AUS
Australia,Goats,1994,231567,AUS
Australia,Goats,1995,132819,AUS
Australia,Goats,1996,154545,AUS
Australia,Goats,1997,176359,AUS
Australia,Goats,1998,218947,AUS
Australia,Goats,1999,193464,AUS
Australia,Goats,2000,327373,AUS
Australia,Goats,2001,391118,AUS
Australia,Goats,2002,386697,AUS
Australia,Goats,2003,485780,AUS
Australia,Goats,2004,594686,AUS
Australia,Goats,2005,461495,AUS
Australia,Goats,2006,517668,AUS
Australia,Goats,2007,518024,AUS
Australia,Goats,2008,622857,AUS
Australia,Goats,2009,727690,AUS
Australia,Goats,2010,513268,AUS
Australia,Goats,2011,546614,AUS
Australia,Goats,2012,516143,AUS
Australia,Goats,2013,516143,AUS
Australia,Goats,2014,516143,AUS
Australia,Goats,2015,516143,AUS
Australia,Goats,2016,460324,AUS
Australia,Goats,2017,460324,AUS
Australia,Goats,2018,460324,AUS
Australia,Goats,2019,460324,AUS
Australia,Horses,1990,359270,AUS
Australia,Horses,1991,347014,AUS
Australia,Horses,1992,334767,AUS
Australia,Horses,1993,314833,AUS
Australia,Horses,1994,294353,AUS
Australia,Horses,1995,237685,AUS
Australia,Horses,1996,235093,AUS
Australia,Horses,1997,233964,AUS
Australia,Horses,1998,233337,AUS
Australia,Horses,1999,215398,AUS
Australia,Horses,2000,212073,AUS
Australia,Horses,2001,223998,AUS
Australia,Horses,2002,204265,AUS
Australia,Horses,2003,231160,AUS
Australia,Horses,2004,219148,AUS
Australia,Horses,2005,221043,AUS
Australia,Horses,2006,257123,AUS
Australia,Horses,2007,263293,AUS
Australia,Horses,2008,259854,AUS
Australia,Horses,2009,256415,AUS
Australia,Horses,2010,257967,AUS
Australia,Horses,2011,259466,AUS
Australia,Horses,2012,254218,AUS
Australia,Horses,2013,254218,AUS
Australia,Horses,2014,254218,AUS
Australia,Horses,2015,254218,AUS
Australia,Horses,2016,222530,AUS
Australia,Horses,2017,222530,AUS
Australia,Horses,2018,222530,AUS
Australia,Horses,2019,222530,AUS
Australia,Sheep,1990,173738038,AUS
Australia,Sheep,1991,166526407,AUS
Australia,Sheep,1992,150960821,AUS
Australia,Sheep,1993,140530997,AUS
Australia,Sheep,1994,132569186,AUS
Australia,Sheep,1995,120861692,AUS
Australia,Sheep,1996,121115894,AUS
Australia,Sheep,1997,120228131,AUS
Australia,Sheep,1998,117491467,AUS
Australia,Sheep,1999,115456058,AUS
Australia,Sheep,2000,118551717,AUS
Australia,Sheep,2001,110927735,AUS
Australia,Sheep,2002,106056513,AUS
Australia,Sheep,2003,99048774,AUS
Australia,Sheep,2004,100973052,AUS
Australia,Sheep,2005,100705926,AUS
Australia,Sheep,2006,91026000,AUS
Australia,Sheep,2007,85711178,AUS
Australia,Sheep,2008,76937490,AUS
Australia,Sheep,2009,72739683,AUS
Australia,Sheep,2010,68085490,AUS
Australia,Sheep,2011,73096907,AUS
Australia,Sheep,2012,74721553,AUS
Australia,Sheep,2013,75547846,AUS
Australia,Sheep,2014,72612254,AUS
Australia,Sheep,2015,70909646,AUS
Australia,Sheep,2016,70866583,AUS
Australia,Sheep,2017,75686638,AUS
Australia,Sheep,2018,74082631,AUS
Australia,Sheep,2019,69003229,AUS
Australia,Cattle,1990,24838232,AUS
Australia,Cattle,1991,25381091,AUS
Australia,Cattle,1992,25326346,AUS
Australia,Cattle,1993,25180202,AUS
Australia,Cattle,1994,25757617,AUS
Australia,Cattle,1995,25731221,AUS
Australia,Cattle,1996,26377349,AUS
Australia,Cattle,1997,26695745,AUS
Australia,Cattle,1998,26851468,AUS
Australia,Cattle,1999,26577897,AUS
Australia,Cattle,2000,27588396,AUS
Australia,Cattle,2001,27720601,AUS
Australia,Cattle,2002,27993829,AUS
Australia,Cattle,2003,26901340,AUS
Australia,Cattle,2004,27836294,AUS
Australia,Cattle,2005,28278978,AUS
Australia,Cattle,2006,28393975,AUS
Australia,Cattle,2007,28036888,AUS
Australia,Cattle,2008,27321122,AUS
Australia,Cattle,2009,27906765,AUS
Australia,Cattle,2010,26550089,AUS
Australia,Cattle,2011,28506171,AUS
Australia,Cattle,2012,28418422,AUS
Australia,Cattle,2013,29290769,AUS
Australia,Cattle,2014,29102954,AUS
Australia,Cattle,2015,27412871,AUS
Australia,Cattle,2016,27013671,AUS
Australia,Cattle,2017,27592642,AUS
Australia,Cattle,2018,27843382,AUS
Australia,Cattle,2019,26105865,AUS
Australia,Mules and Asses,1990,2734,AUS
Australia,Mules and Asses,1991,3326,AUS
Australia,Mules and Asses,1992,4010,AUS
Australia,Mules and Asses,1993,2889,AUS
Australia,Mules and Asses,1994,2501,AUS
Australia,Mules and Asses,1995,1599,AUS
Australia,Mules and Asses,1996,1134,AUS
Australia,Mules and Asses,1997,767,AUS
Australia,Mules and Asses,1998,429,AUS
Australia,Mules and Asses,1999,438,AUS
Australia,Mules and Asses,2000,649,AUS
Australia,Mules and Asses,2001,856,AUS
Australia,Mules and Asses,2002,812,AUS
Australia,Mules and Asses,2003,544,AUS
Australia,Mules and Asses,2004,277,AUS
Australia,Mules and Asses,2005,289,AUS
Australia,Mules and Asses,2006,351,AUS
Australia,Mules and Asses,2007,366,AUS
Australia,Mules and Asses,2008,458,AUS
Australia,Mules and Asses,2009,576,AUS
Australia,Mules and Asses,2010,675,AUS
Australia,Mules and Asses,2011,774,AUS
Australia,Mules and Asses,2012,861,AUS
Australia,Mules and Asses,2013,861,AUS
Australia,Mules and Asses,2014,861,AUS
Australia,Mules and Asses,2015,861,AUS
Australia,Mules and Asses,2016,646,AUS
Australia,Mules and Asses,2017,646,AUS
Australia,Mules and Asses,2018,646,AUS
Australia,Mules and Asses,2019,646,AUS
Australia,Sheep and Goats,1990,174398638,AUS
Australia,Sheep and Goats,1991,167056883,AUS
Australia,Sheep and Goats,1992,151372143,AUS
Australia,Sheep and Goats,1993,140817123,AUS
Australia,Sheep and Goats,1994,132800753,AUS
Australia,Sheep and Goats,1995,120994511,AUS
Australia,Sheep and Goats,1996,121270439,AUS
Australia,Sheep and Goats,1997,120404490,AUS
Australia,Sheep and Goats,1998,117710414,AUS
Australia,Sheep and Goats,1999,115649522,AUS
Australia,Sheep and Goats,2000,118879090,AUS
Australia,Sheep and Goats,2001,111318853,AUS
Australia,Sheep and Goats,2002,106443210,AUS
Australia,Sheep and Goats,2003,99534554,AUS
Australia,Sheep and Goats,2004,101567738,AUS
Australia,Sheep and Goats,2005,101167422,AUS
Australia,Sheep and Goats,2006,91543668,AUS
Australia,Sheep and Goats,2007,86229202,AUS
Australia,Sheep and Goats,2008,77560347,AUS
Australia,Sheep and Goats,2009,73467373,AUS
Australia,Sheep and Goats,2010,68598758,AUS
Australia,Sheep and Goats,2011,73643521,AUS
Australia,Sheep and Goats,2012,75237696,AUS
Australia,Sheep and Goats,2013,76063989,AUS
Australia,Sheep and Goats,2014,73128397,AUS
Australia,Sheep and Goats,2015,71425789,AUS
Australia,Sheep and Goats,2016,71326907,AUS
Australia,Sheep and Goats,2017,76146961,AUS
Australia,Sheep and Goats,2018,74542954,AUS
Australia,Sheep and Goats,2019,69463552,AUS
Australia,Swine,1990,2689936,AUS
Australia,Swine,1991,2572224,AUS
Australia,Swine,1992,2618827,AUS
Australia,Swine,1993,2672176,AUS
Australia,Swine,1994,2775280,AUS
Australia,Swine,1995,2652813,AUS
Australia,Swine,1996,2526412,AUS
Australia,Swine,1997,2555223,AUS
Australia,Swine,1998,2768346,AUS
Australia,Swine,1999,2626445,AUS
Australia,Swine,2000,2510887,AUS
Australia,Swine,2001,2748013,AUS
Australia,Swine,2002,2980185,AUS
Australia,Swine,2003,2730089,AUS
Australia,Swine,2004,2651118,AUS
Australia,Swine,2005,2675075,AUS
Australia,Swine,2006,2732956,AUS
Australia,Swine,2007,2604681,AUS
Australia,Swine,2008,2411516,AUS
Australia,Swine,2009,2301788,AUS
Australia,Swine,2010,2289336,AUS
Australia,Swine,2011,2285213,AUS
Australia,Swine,2012,2137922,AUS
Australia,Swine,2013,2098147,AUS
Australia,Swine,2014,2308218,AUS
Australia,Swine,2015,2272164,AUS
Australia,Swine,2016,2320279,AUS
Australia,Swine,2017,2515011,AUS
Australia,Swine,2018,2563148,AUS
Australia,Swine,2019,2345826,AUS
Austria,"Cattle, dairy",1990,904617,AUT
Austria,"Cattle, dairy",1991,876000,AUT
Austria,"Cattle, dairy",1992,841716,AUT
Austria,"Cattle, dairy",1993,828147,AUT
Austria,"Cattle, dairy",1994,809977,AUT
Austria,"Cattle, dairy",1995,706494,AUT
Austria,"Cattle, dairy",1996,697521,AUT
Austria,"Cattle, dairy",1997,720377,AUT
Austria,"Cattle, dairy",1998,728718,AUT
Austria,"Cattle, dairy",1999,697903,AUT
Austria,"Cattle, dairy",2000,621002,AUT
Austria,"Cattle, dairy",2001,597981,AUT
Austria,"Cattle, dairy",2002,588971,AUT
Austria,"Cattle, dairy",2003,557877,AUT
Austria,"Cattle, dairy",2004,537953,AUT
Austria,"Cattle, dairy",2005,534417,AUT
Austria,"Cattle, dairy",2006,527421,AUT
Austria,"Cattle, dairy",2007,524500,AUT
Austria,"Cattle, dairy",2008,530230,AUT
Austria,"Cattle, dairy",2009,532976,AUT
Austria,"Cattle, dairy",2010,532735,AUT
Austria,"Cattle, dairy",2011,527393,AUT
Austria,"Cattle, dairy",2012,523369,AUT
Austria,"Cattle, dairy",2013,529560,AUT
Austria,"Cattle, dairy",2014,537744,AUT
Austria,"Cattle, dairy",2015,534098,AUT
Austria,"Cattle, dairy",2016,539867,AUT
Austria,"Cattle, dairy",2017,543421,AUT
Austria,"Cattle, dairy",2018,532873,AUT
Austria,"Cattle, dairy",2019,524068,AUT
Austria,"Cattle, non-dairy",1990,1679297,AUT
Austria,"Cattle, non-dairy",1991,1658088,AUT
Austria,"Cattle, non-dairy",1992,1559009,AUT
Austria,"Cattle, non-dairy",1993,1505740,AUT
Austria,"Cattle, non-dairy",1994,1518541,AUT
Austria,"Cattle, non-dairy",1995,1619331,AUT
Austria,"Cattle, non-dairy",1996,1574428,AUT
Austria,"Cattle, non-dairy",1997,1477563,AUT
Austria,"Cattle, non-dairy",1998,1442963,AUT
Austria,"Cattle, non-dairy",1999,1454908,AUT
Austria,"Cattle, non-dairy",2000,1534445,AUT
Austria,"Cattle, non-dairy",2001,1520473,AUT
Austria,"Cattle, non-dairy",2002,1477971,AUT
Austria,"Cattle, non-dairy",2003,1494156,AUT
Austria,"Cattle, non-dairy",2004,1513038,AUT
Austria,"Cattle, non-dairy",2005,1476263,AUT
Austria,"Cattle, non-dairy",2006,1475498,AUT
Austria,"Cattle, non-dairy",2007,1475696,AUT
Austria,"Cattle, non-dairy",2008,1466979,AUT
Austria,"Cattle, non-dairy",2009,1493284,AUT
Austria,"Cattle, non-dairy",2010,1480546,AUT
Austria,"Cattle, non-dairy",2011,1449134,AUT
Austria,"Cattle, non-dairy",2012,1432249,AUT
Austria,"Cattle, non-dairy",2013,1428722,AUT
Austria,"Cattle, non-dairy",2014,1423457,AUT
Austria,"Cattle, non-dairy",2015,1423512,AUT
Austria,"Cattle, non-dairy",2016,1414524,AUT
Austria,"Cattle, non-dairy",2017,1400055,AUT
Austria,"Cattle, non-dairy",2018,1379935,AUT
Austria,"Cattle, non-dairy",2019,1355452,AUT
Austria,Goats,1990,37343,AUT
Austria,Goats,1991,40923,AUT
Austria,Goats,1992,39400,AUT
Austria,Goats,1993,47276,AUT
Austria,Goats,1994,49749,AUT
Austria,Goats,1995,54228,AUT
Austria,Goats,1996,54471,AUT
Austria,Goats,1997,58340,AUT
Austria,Goats,1998,54244,AUT
Austria,Goats,1999,57993,AUT
Austria,Goats,2000,56105,AUT
Austria,Goats,2001,59452,AUT
Austria,Goats,2002,57842,AUT
Austria,Goats,2003,54607,AUT
Austria,Goats,2004,55523,AUT
Austria,Goats,2005,55100,AUT
Austria,Goats,2006,53108,AUT
Austria,Goats,2007,60487,AUT
Austria,Goats,2008,62490,AUT
Austria,Goats,2009,68188,AUT
Austria,Goats,2010,71768,AUT
Austria,Goats,2011,72358,AUT
Austria,Goats,2012,73212,AUT
Austria,Goats,2013,72068,AUT
Austria,Goats,2014,70705,AUT
Austria,Goats,2015,76620,AUT
Austria,Goats,2016,82735,AUT
Austria,Goats,2017,91134,AUT
Austria,Goats,2018,91536,AUT
Austria,Goats,2019,92504,AUT
Austria,Horses,1990,49200,AUT
Austria,Horses,1991,57803,AUT
Austria,Horses,1992,61400,AUT
Austria,Horses,1993,64924,AUT
Austria,Horses,1994,66748,AUT
Austria,Horses,1995,72491,AUT
Austria,Horses,1996,73234,AUT
Austria,Horses,1997,74170,AUT
Austria,Horses,1998,75347,AUT
Austria,Horses,1999,81566,AUT
Austria,Horses,2000,82943,AUT
Austria,Horses,2001,84319,AUT
Austria,Horses,2002,85696,AUT
Austria,Horses,2003,87072,AUT
Austria,Horses,2004,89816,AUT
Austria,Horses,2005,92560,AUT
Austria,Horses,2006,95304,AUT
Austria,Horses,2007,98048,AUT
Austria,Horses,2008,100792,AUT
Austria,Horses,2009,103536,AUT
Austria,Horses,2010,106280,AUT
Austria,Horses,2011,109024,AUT
Austria,Horses,2012,111768,AUT
Austria,Horses,2013,114512,AUT
Austria,Horses,2014,117256,AUT
Austria,Horses,2015,120000,AUT
Austria,Horses,2016,120000,AUT
Austria,Horses,2017,130000,AUT
Austria,Horses,2018,130000,AUT
Austria,Horses,2019,130000,AUT
Austria,Sheep,1990,309912,AUT
Austria,Sheep,1991,326100,AUT
Austria,Sheep,1992,312000,AUT
Austria,Sheep,1993,333835,AUT
Austria,Sheep,1994,342144,AUT
Austria,Sheep,1995,365250,AUT
Austria,Sheep,1996,380861,AUT
Austria,Sheep,1997,383655,AUT
Austria,Sheep,1998,360812,AUT
Austria,Sheep,1999,352277,AUT
Austria,Sheep,2000,339238,AUT
Austria,Sheep,2001,320467,AUT
Austria,Sheep,2002,304364,AUT
Austria,Sheep,2003,325495,AUT
Austria,Sheep,2004,327163,AUT
Austria,Sheep,2005,325728,AUT
Austria,Sheep,2006,312375,AUT
Austria,Sheep,2007,351329,AUT
Austria,Sheep,2008,333181,AUT
Austria,Sheep,2009,344709,AUT
Austria,Sheep,2010,358415,AUT
Austria,Sheep,2011,361183,AUT
Austria,Sheep,2012,364645,AUT
Austria,Sheep,2013,357440,AUT
Austria,Sheep,2014,349087,AUT
Austria,Sheep,2015,353710,AUT
Austria,Sheep,2016,378381,AUT
Austria,Sheep,2017,401480,AUT
Austria,Sheep,2018,406336,AUT
Austria,Sheep,2019,402658,AUT
Austria,Cattle,1990,2583914,AUT
Austria,Cattle,1991,2534088,AUT
Austria,Cattle,1992,2400725,AUT
Austria,Cattle,1993,2333887,AUT
Austria,Cattle,1994,2328518,AUT
Austria,Cattle,1995,2325825,AUT
Austria,Cattle,1996,2271949,AUT
Austria,Cattle,1997,2197940,AUT
Austria,Cattle,1998,2171681,AUT
Austria,Cattle,1999,2152811,AUT
Austria,Cattle,2000,2155447,AUT
Austria,Cattle,2001,2118454,AUT
Austria,Cattle,2002,2066942,AUT
Austria,Cattle,2003,2052033,AUT
Austria,Cattle,2004,2050991,AUT
Austria,Cattle,2005,2010680,AUT
Austria,Cattle,2006,2002919,AUT
Austria,Cattle,2007,2000196,AUT
Austria,Cattle,2008,1997209,AUT
Austria,Cattle,2009,2026260,AUT
Austria,Cattle,2010,2013281,AUT
Austria,Cattle,2011,1976527,AUT
Austria,Cattle,2012,1955618,AUT
Austria,Cattle,2013,1958282,AUT
Austria,Cattle,2014,1961201,AUT
Austria,Cattle,2015,1957610,AUT
Austria,Cattle,2016,1954391,AUT
Austria,Cattle,2017,1943476,AUT
Austria,Cattle,2018,1912808,AUT
Austria,Cattle,2019,1879520,AUT
Austria,Sheep and Goats,1990,347255,AUT
Austria,Sheep and Goats,1991,367023,AUT
Austria,Sheep and Goats,1992,351400,AUT
Austria,Sheep and Goats,1993,381111,AUT
Austria,Sheep and Goats,1994,391893,AUT
Austria,Sheep and Goats,1995,419478,AUT
Austria,Sheep and Goats,1996,435332,AUT
Austria,Sheep and Goats,1997,441995,AUT
Austria,Sheep and Goats,1998,415056,AUT
Austria,Sheep and Goats,1999,410270,AUT
Austria,Sheep and Goats,2000,395343,AUT
Austria,Sheep and Goats,2001,379919,AUT
Austria,Sheep and Goats,2002,362206,AUT
Austria,Sheep and Goats,2003,380102,AUT
Austria,Sheep and Goats,2004,382686,AUT
Austria,Sheep and Goats,2005,380828,AUT
Austria,Sheep and Goats,2006,365483,AUT
Austria,Sheep and Goats,2007,411816,AUT
Austria,Sheep and Goats,2008,395671,AUT
Austria,Sheep and Goats,2009,412897,AUT
Austria,Sheep and Goats,2010,430183,AUT
Austria,Sheep and Goats,2011,433541,AUT
Austria,Sheep and Goats,2012,437857,AUT
Austria,Sheep and Goats,2013,429508,AUT
Austria,Sheep and Goats,2014,419792,AUT
Austria,Sheep and Goats,2015,430330,AUT
Austria,Sheep and Goats,2016,461116,AUT
Austria,Sheep and Goats,2017,492614,AUT
Austria,Sheep and Goats,2018,497872,AUT
Austria,Sheep and Goats,2019,495162,AUT
Austria,Swine,1990,3687981,AUT
Austria,Swine,1991,3637980,AUT
Austria,Swine,1992,3719600,AUT
Austria,Swine,1993,3819798,AUT
Austria,Swine,1994,3728991,AUT
Austria,Swine,1995,3706185,AUT
Austria,Swine,1996,3663747,AUT
Austria,Swine,1997,3679876,AUT
Austria,Swine,1998,3810310,AUT
Austria,Swine,1999,3433029,AUT
Austria,Swine,2000,3347931,AUT
Austria,Swine,2001,3440405,AUT
Austria,Swine,2002,3304650,AUT
Austria,Swine,2003,3244866,AUT
Austria,Swine,2004,3125361,AUT
Austria,Swine,2005,3169541,AUT
Austria,Swine,2006,3139438,AUT
Austria,Swine,2007,3286292,AUT
Austria,Swine,2008,3064231,AUT
Austria,Swine,2009,3136967,AUT
Austria,Swine,2010,3134156,AUT
Austria,Swine,2011,3004907,AUT
Austria,Swine,2012,2983158,AUT
Austria,Swine,2013,2895841,AUT
Austria,Swine,2014,2868191,AUT
Austria,Swine,2015,2845451,AUT
Austria,Swine,2016,2792803,AUT
Austria,Swine,2017,2820082,AUT
Austria,Swine,2018,2776574,AUT
Austria,Swine,2019,2773225,AUT
Belarus,"Cattle, dairy",1992,2314000,BLR
Belarus,"Cattle, dairy",1993,2220000,BLR
Belarus,"Cattle, dairy",1994,2199000,BLR
Belarus,"Cattle, dairy",1995,2180000,BLR
Belarus,"Cattle, dairy",1996,2137000,BLR
Belarus,"Cattle, dairy",1997,2043000,BLR
Belarus,"Cattle, dairy",1998,1999000,BLR
Belarus,"Cattle, dairy",1999,1946000,BLR
Belarus,"Cattle, dairy",2000,1885000,BLR
Belarus,"Cattle, dairy",2001,1845000,BLR
Belarus,"Cattle, dairy",2002,1784000,BLR
Belarus,"Cattle, dairy",2003,1716000,BLR
Belarus,"Cattle, dairy",2004,1658000,BLR
Belarus,"Cattle, dairy",2005,1613000,BLR
Belarus,"Cattle, dairy",2006,1565000,BLR
Belarus,"Cattle, dairy",2007,1506000,BLR
Belarus,"Cattle, dairy",2008,1459000,BLR
Belarus,"Cattle, dairy",2009,1452000,BLR
Belarus,"Cattle, dairy",2010,1445000,BLR
Belarus,"Cattle, dairy",2011,1478000,BLR
Belarus,"Cattle, dairy",2012,1477000,BLR
Belarus,"Cattle, dairy",2013,1519000,BLR
Belarus,"Cattle, dairy",2014,1525000,BLR
Belarus,"Cattle, dairy",2015,1533000,BLR
Belarus,"Cattle, dairy",2016,1512000,BLR
Belarus,"Cattle, dairy",2017,1502000,BLR
Belarus,"Cattle, dairy",2018,1500000,BLR
Belarus,"Cattle, dairy",2019,1498000,BLR
Belarus,"Cattle, non-dairy",1992,4237000,BLR
Belarus,"Cattle, non-dairy",1993,3961000,BLR
Belarus,"Cattle, non-dairy",1994,3647000,BLR
Belarus,"Cattle, non-dairy",1995,3202000,BLR
Belarus,"Cattle, non-dairy",1996,2897000,BLR
Belarus,"Cattle, non-dairy",1997,2799000,BLR
Belarus,"Cattle, non-dairy",1998,2763000,BLR
Belarus,"Cattle, non-dairy",1999,2669000,BLR
Belarus,"Cattle, non-dairy",2000,2437000,BLR
Belarus,"Cattle, non-dairy",2001,2365000,BLR
Belarus,"Cattle, non-dairy",2002,2308000,BLR
Belarus,"Cattle, non-dairy",2003,2273000,BLR
Belarus,"Cattle, non-dairy",2004,2243000,BLR
Belarus,"Cattle, non-dairy",2005,2324000,BLR
Belarus,"Cattle, non-dairy",2006,2412000,BLR
Belarus,"Cattle, non-dairy",2007,2448000,BLR
Belarus,"Cattle, non-dairy",2008,2528000,BLR
Belarus,"Cattle, non-dairy",2009,2597000,BLR
Belarus,"Cattle, non-dairy",2010,2652000,BLR
Belarus,"Cattle, non-dairy",2011,2667000,BLR
Belarus,"Cattle, non-dairy",2012,2745000,BLR
Belarus,"Cattle, non-dairy",2013,2813000,BLR
Belarus,"Cattle, non-dairy",2014,2791000,BLR
Belarus,"Cattle, non-dairy",2015,2807000,BLR
Belarus,"Cattle, non-dairy",2016,2831000,BLR
Belarus,"Cattle, non-dairy",2017,2789000,BLR
Belarus,"Cattle, non-dairy",2018,2818000,BLR
Belarus,"Cattle, non-dairy",2019,2832000,BLR
Belarus,Goats,1992,44000,BLR
Belarus,Goats,1993,45400,BLR
Belarus,Goats,1994,51200,BLR
Belarus,Goats,1995,54100,BLR
Belarus,Goats,1996,58200,BLR
Belarus,Goats,1997,58200,BLR
Belarus,Goats,1998,58800,BLR
Belarus,Goats,1999,56300,BLR
Belarus,Goats,2000,58300,BLR
Belarus,Goats,2001,64500,BLR
Belarus,Goats,2002,66200,BLR
Belarus,Goats,2003,64400,BLR
Belarus,Goats,2004,63100,BLR
Belarus,Goats,2005,65800,BLR
Belarus,Goats,2006,67600,BLR
Belarus,Goats,2007,69600,BLR
Belarus,Goats,2008,71800,BLR
Belarus,Goats,2009,73200,BLR
Belarus,Goats,2010,75000,BLR
Belarus,Goats,2011,72300,BLR
Belarus,Goats,2012,72700,BLR
Belarus,Goats,2013,73200,BLR
Belarus,Goats,2014,68300,BLR
Belarus,Goats,2015,68000,BLR
Belarus,Goats,2016,68500,BLR
Belarus,Goats,2017,68400,BLR
Belarus,Goats,2018,64700,BLR
